zpid,lastSoldPrice_hpi_adjusted,log_price,description,bedrooms,bathrooms,livingArea,yearBuilt,latitude,longitude,lotAreaValue,photoCount,taxAssessedValue,propertyTaxRate,homeType,zipcode,latest_tax_value,latest_tax_paid,num_tax_records,num_sales,num_price_changes,last_listing_price,avg_school_rating,max_school_rating,num_nearby_schools,min_school_distance,has_hoa,hoa_fee_monthly,has_pool,has_garage,has_waterfront,tag_price_cut,tag_new_construction,tag_foreclosure,property_age,bath_to_bed_ratio,log_living_area,log_lot_area,zip_3digit,desc_length,desc_word_count,desc_is_boilerplate,desc_mentions_renovated,desc_mentions_pool,desc_mentions_view,desc_mentions_new
1012862,288477.6243165505,12.572376269695017,"This 1222 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 1200 NE Miami Gardens Dr APT 214W, Miami, FL 33179.",2.0,2.0,1222.0,1975.0,25.944813,-80.17613,,1,161982.0,1.84,CONDO,33179,161982.0,3041.29,23.0,1.0,1.0,139990.0,5.333333333333333,6.0,3.0,1.0,1.0,415.0,0,0,0,0,0,0,50.0,1.0,7.109062135687172,,331,142,27,1,0,0,0,0
1002095,1077797.6501664694,13.890431232083708,"This 1830 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 2778 S Ocean Blvd APT 202, Palm Beach, FL 33480.",2.0,2.0,1830.0,1981.0,26.620632,-80.04011,,1,485815.0,1.74,CONDO,33480,485815.0,10329.0,26.0,1.0,0.0,,5.0,8.0,3.0,2.1,0.0,0.0,0,0,0,0,0,0,44.0,1.0,7.5126175446745105,,334,139,27,1,0,0,0,0
1006626,696514.2061158158,13.453844904147193,". GREAT HOME IN PALMETTO BAY! NEW WOOD FLOORS & FRESHLY PAINTED. NEW FRONT DOOR, SCREENED ROOF, PATIO, A/C REPLACED IN 2005, NEW ROOD WITH TRANSFERABLE WARRANTY. UPDATED KITCHEN W/ CRAFTMAID CABINETS, SILESTONE COUNTERTOPS, UNDER MOUNT SINK, NEW REFRIGERATOR & COOKTOP. ACCORDIAN SHUTTERS, FENCE X FLOOD ZONE & ROOM TO PARK BOAT OR TRAILER. UPDATED MASTER BATH. AT SCHOOLS, CLOSE TO HIGHWAYS, SHOPS & MORE.",3.0,2.0,1741.0,1960.0,25.601425,-80.34341,10497.0,1,142590.0,1.84,SINGLE_FAMILY,33157,142590.0,2472.19,22.0,5.0,0.0,269983.0,7.0,8.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,65.0,0.6666666666666666,7.462789157412448,9.258940041812243,331,406,65,0,1,0,0,0
1008323,850434.3444945944,13.653503667345856,"Fully finished two-bedroom developer unit with a great terrace in Coral Gables' chic Shops of Merrick Park neighborhood!  Residence features fine, contemporary finishes"" Italkraft cabinets and closets, quartz countertops, Bosh appliances, Nest thermostat, keyless locks and high ceilings.  Impeccable, resort-style amenities and services, saline heated pool, summer kitchen, upscale fitness center, 24HR concierge and security, valet services and more.  Pet friendly building.  One parking space.  Sales Gallery located on-site.",2.0,2.0,992.0,2019.0,25.733644,-80.261795,,19,637841.0,1.84,CONDO,33146,637841.0,10935.05,5.0,1.0,0.0,789990.0,5.333333333333333,6.0,3.0,0.1,1.0,846.0,1,0,0,0,0,0,6.0,1.0,6.900730664045173,,331,528,69,0,0,1,0,0
1001614,473572.00459421816,13.06806136049284,"This 1080 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 610 N L St, Lake Worth, FL 33460.",2.0,2.0,1080.0,1925.0,26.622976,-80.05386,3375.0,20,194201.0,1.74,SINGLE_FAMILY,33460,194201.0,3932.0,26.0,3.0,0.0,269900.0,3.6666666666666665,5.0,3.0,0.2,0.0,0.0,0,0,0,0,0,0,100.0,1.0,6.985641817639208,8.124446855715847,334,132,26,1,0,0,0,0
1005485,985201.7254503932,13.800602711617705,"Fall in love with this South Miami turn key home as it premiers it's FULLY brand new interior & exterior remodel: With 24x24 porcelain tile throughout main living areas, laminate in rooms, spacious open layout, impact windows and doors, upgraded kitchen with stainless steal appliances, new bathrooms, new landscaping, fresh paint indoor and outdoor, brand new washer and dryer. Situated in the heart of South Miami, minutes from UM, Coral Gables, Coconut Grove and Brickell. Look no further and schedule a showing today! This gem is awaiting your touch.",3.0,2.0,1656.0,1960.0,25.71692,-80.2933,10005.0,31,583979.0,1.84,SINGLE_FAMILY,33143,583979.0,12436.46,23.0,2.0,0.0,580000.0,6.666666666666667,8.0,3.0,0.7,0.0,0.0,0,0,0,0,0,0,65.0,0.6666666666666666,7.412764017426562,9.21094019204815,331,554,89,0,1,0,0,1
1013794,595665.0976464697,13.29743555020686,"This 2440 square foot single family home has 4 bedrooms and 3.0 bathrooms. This home is located at 11063 SW 242nd St, Homestead, FL 33032.",4.0,3.0,2440.0,2006.0,25.542831,-80.37111,5745.0,1,319022.0,1.84,SINGLE_FAMILY,33032,319022.0,6677.97,19.0,4.0,2.0,292000.0,3.333333333333333,4.0,3.0,0.4,1.0,123.0,0,0,0,0,0,0,19.0,0.75,7.80016307039296,8.656259239539235,330,138,25,1,0,0,0,0
1004551,545039.8490740384,13.208616023266016,"13510 NE 21st Ct, North Miami, FL 33181 is a townhome home that contains 1,640 sq ft and was built in 1970. It contains 3 bedrooms and 2.5 bathrooms. This home last sold for $515,000 in May 2023. 
 
The Zestimate for this house is $535,700. The Rent Zestimate for this home is $3,784/mo. ",3.0,2.5,1640.0,1970.0,25.900515,-80.15604,2178.0,35,394956.0,1.84,TOWNHOUSE,33181,394956.0,7808.75,23.0,4.0,10.0,4200.0,5.333333333333333,6.0,3.0,1.1,0.0,0.0,0,0,0,0,0,0,55.0,0.8333333333333334,7.403061091090091,7.68662133494462,331,288,53,0,0,0,0,0
1015610,846525.7886830246,13.648897126460998,"This one story 4 bed / 3 bath house is bigger than it seems. This family home is located just east of Biscayne Blvd with welcoming front porch area and ample sized backyard. Original hardwood floors throughout and deco styled bathrooms. The open concept layout, upgraded kitchen, and spacious Master Bedroom make this home very liveable. The master bathroom has modern ""Jacuzzi"" tub, custom vanity w/glass bowls, and a real glass shower. YES the Laundry Room is inside. The fenced backyard has fruit tree/palms, patio for the BBQ plus plenty of room for the kids to play and for you to entertain. The intercoastal waterway is blocks away to the east and the beach is just over the bridge for fun & relaxation. City revamping the area with the new Midpoint Mall within blocks of the house. This has become and will continue to be the place to live for the Downtown Miami City life without the congestion!",4.0,3.0,1675.0,1947.0,25.851376,-80.18356,5555.0,38,380057.0,1.84,SINGLE_FAMILY,33138,380057.0,8045.43,23.0,4.0,1.0,269900.0,6.0,9.0,3.0,0.3,0.0,0.0,0,0,0,0,0,0,78.0,0.75,7.424165281042028,8.622633703874234,331,903,158,0,0,0,0,0
1008257,269060.3248259861,12.502694605932808,Beautiful 1-bedroom Stainless steel appliances. Living/dining area. Washer and dryer in the unit. One assigned parking space. Pet friendly. Steps to shopping and dining.,1.0,1.0,810.0,2006.0,25.749771,-80.245804,,1,88042.0,1.84,APARTMENT,33145,88042.0,927.16,17.0,1.0,2.0,2250.0,5.333333333333333,6.0,3.0,1.5,1.0,1105.0,0,0,0,0,0,0,19.0,1.0,6.698268054115413,,331,169,24,0,0,0,0,0
1014415,106363.22596825624,11.574624577251502,"Cute, beachy 1BR, 1 bath unit. Perfect getaway for second home or downsizing, 55+ community. Clubhouse and pool area are directly on the Intracoastal. Fantastic unit. A MUST SEE! Move-in ready, BRING YOUR TOOTHBRUSH. NO PETS. This is a Co-op Brokered And Advertised By: P&S Group, Inc. Listing Agent: Sallie Poletto",1.0,1.0,588.0,1964.0,26.506578,-80.05913,,2,66550.0,0.0,CONDO,33435,66550.0,1766.0,26.0,2.0,1.0,37000.0,2.6666666666666665,3.0,3.0,1.0,0.0,0.0,1,0,1,0,0,0,61.0,1.0,6.3784261836515865,,334,315,51,0,0,1,0,0
1011163,535763.1867462541,13.191449393146229,"This 2201 square foot single family home has 4 bedrooms and 3.0 bathrooms. This home is located at 22768 SW 89th Path, Cutler Bay, FL 33190.",4.0,3.0,2201.0,2007.0,25.555693,-80.33783,2339.0,1,285200.0,1.84,SINGLE_FAMILY,33190,285200.0,7085.93,18.0,2.0,3.0,3800.0,4.666666666666667,5.0,3.0,0.8,1.0,180.0,0,0,0,0,0,0,18.0,0.75,7.697121317282625,7.757906208351747,331,140,26,1,0,0,0,0
1002118,700744.4824737401,13.459900022304492,"This 1546 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 20201 SW 80th Ave, Cutler Bay, FL 33189.",3.0,2.0,1546.0,1987.0,25.57948,-80.320496,8407.0,1,276001.0,1.84,SINGLE_FAMILY,33189,276001.0,8166.67,21.0,3.0,0.0,,4.666666666666667,5.0,3.0,1.2,1.0,25.0,0,0,0,0,0,0,38.0,0.6666666666666666,7.344072850573066,9.036938912556788,331,139,26,1,0,0,0,0
1007794,591631.5050688848,13.2906409526449,"This is a 1530 square foot, 2.0 bathroom, single family home. This home is located at 270 Rutland Blvd, West Palm Beach, FL 33405.",,2.0,1530.0,1954.0,26.64709,-80.05195,9583.0,1,200884.0,1.74,SINGLE_FAMILY,33405,200884.0,3537.0,26.0,1.0,0.0,,4.666666666666667,6.0,3.0,0.4,0.0,0.0,0,0,0,0,0,0,71.0,,7.333676395657684,9.16785032035523,334,130,24,0,0,0,0,0
1015903,530219.8083067093,13.18104881821314,"This 1727 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 6910 Sea Daisy Dr, Lake Worth, FL 33462.",3.0,2.0,1727.0,2002.0,26.573662,-80.10557,4499.0,1,248198.0,1.74,SINGLE_FAMILY,33462,248198.0,3998.0,25.0,3.0,2.0,249900.0,3.333333333333333,4.0,3.0,0.3,1.0,135.0,0,0,0,0,0,0,23.0,0.6666666666666666,7.454719949364001,8.411832675758411,334,139,26,1,0,0,0,0
1007202,1238351.324134763,14.02929228312334,"Furnished 2 bedroom 2 bath with Intracoastal & Ocean views.  Terracotta tiled floors throughout. Bedrooms have balcony with intracoastal views. Living room has wrap balcony facing south east with ocean views.  Washer & dryer in unit.  Tennis courts, heated swimming pool, gym & clubhouse.  Secure doorman bldg.  Convenience of 2 parking spaces in garage included. Full time doorman.  Available Jan. 2019 for annual lease.",2.0,2.0,1748.0,1979.0,26.602915,-80.03755,,12,671019.0,1.74,MULTI_FAMILY,33480,671019.0,9829.0,26.0,4.0,2.0,4250.0,5.0,9.0,3.0,2.0,1.0,1004.0,1,1,1,0,0,0,46.0,1.0,7.466799475018602,,334,421,64,0,0,1,1,0
1001431,486599.22618942463,13.095198174167916,"Beautiful and spacious townhouse located in the most convenient area. Easy access to I-95 shopping and the beach. Stainless steel kitchen appliances. Wood cabinets. Nice fenced in patio area. Large bedrooms and closets. Gated community, amenities include clubhouse, pool, and secured 24-7. Pet friendly. Close to Aventura Mall and best schools. Call today!!",3.0,3.0,2107.0,2011.0,25.966768,-80.18104,,28,,1.84,CONDO,33179,,,0.0,1.0,0.0,337900.0,6.0,7.0,3.0,0.4,0.0,0.0,1,0,0,0,0,0,14.0,1.0,7.653494909661253,,331,357,53,0,0,1,0,0
1014295,357052.5873832266,12.785641154212112,"Cute little house with attached carport and detached garage. Main house has 2BR/1BA, vaulted ceilings w/beams & is very charming and a must see! Detached Garage has another living space, with a FULL bath & Washer/Dryer. Great for use as an in-law suite or to rent. Large fenced yard with open patio offers the opportunity to turn this into your own tropical oasis, or an ideal AirBnB property. No HOA.  Close to downtown Lake Worth & beach. Easy access to public transportation and major highways. Close to schools, shopping, restaurants and house of worship. No Showings prior to Open House, Saturday 7/2 from 10am-2pm & Sunday 7/3 from 12pm-3pm",2.0,2.0,800.0,1958.0,26.602514,-80.06051,0.0,26,272745.0,1.74,SINGLE_FAMILY,33460,272745.0,6619.0,26.0,7.0,2.0,1950.0,3.333333333333333,4.0,3.0,0.6,0.0,0.0,0,1,0,0,0,0,67.0,1.0,6.68586094706836,0.0,334,646,109,0,0,0,0,0
1014192,819883.2001719752,13.616918389965582,"Large 3-2 pool home with a 2 car garage featuring, split floor plan, vaulted ceilings, spa off the master bath, cabana bathroom, sunken living room, nutone intercom systems, nutone central vacum, chattahoochee stone around the screened in pool and a large yard.",3.0,2.0,1784.0,1978.0,26.303843,-80.08513,10018.0,2,311990.0,1.98,SINGLE_FAMILY,33441,311990.0,5895.1,25.0,1.0,0.0,279000.0,3.6666666666666665,4.0,3.0,0.9,0.0,0.0,1,1,0,0,0,0,47.0,0.6666666666666666,7.487173694213739,9.212238569259265,334,261,42,0,0,1,0,0
1015061,455081.81573172135,13.028234693967994,"22557 SW 89th Pl, Cutler Bay, FL 33190 is a townhome home that contains 1,597 sq ft and was built in 2006. It contains 3 bedrooms and 3 bathrooms. This home last sold for $430,000 in May 2023. 
 
The Zestimate for this house is $449,200. The Rent Zestimate for this home is $2,809/mo. ",3.0,3.0,1597.0,2006.0,25.55771,-80.33693,1829.0,1,343000.0,1.84,TOWNHOUSE,33190,343000.0,9056.05,18.0,4.0,0.0,,4.666666666666667,5.0,3.0,0.6,1.0,141.0,0,0,0,0,0,0,19.0,1.0,7.37650812632622,7.512071245835466,331,285,53,0,0,0,0,0
1010053,549209.0692722034,13.216236287143792,"This 3120 square foot single family home has 5 bedrooms and 4.0 bathrooms. This home is located at 14135 SW 278th St, Homestead, FL 33032.",5.0,4.0,3120.0,2006.0,25.509027,-80.420654,7339.0,1,287398.0,1.84,SINGLE_FAMILY,33032,287398.0,4902.75,18.0,2.0,1.0,336900.0,3.6666666666666665,5.0,3.0,0.5,1.0,252.0,0,0,0,0,0,0,19.0,0.8,8.045908742270779,8.901094121608562,330,138,25,1,0,0,0,0
1003694,346614.4033625767,12.755971096599229,"This 625 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 2575 SW 27th Ave APT 305, Miami, FL 33133.",2.0,2.0,625.0,1991.0,25.743666,-80.237724,,24,189296.0,1.84,CONDO,33133,189296.0,4239.2,19.0,4.0,4.0,189000.0,5.333333333333333,6.0,3.0,0.2,1.0,258.0,0,0,0,0,0,0,34.0,1.0,6.439350371100098,,331,132,26,1,0,0,0,0
1017012,508225.0580046404,13.138681623651356,THIS IS A SHORT SALE SUBJECT TO LENDER APPROVAL.,4.0,2.0,1680.0,1948.0,25.759937,-80.25246,5750.0,1,478637.0,1.84,MULTI_FAMILY,33145,478637.0,11097.81,19.0,4.0,0.0,175000.0,6.333333333333333,9.0,3.0,0.5,0.0,0.0,0,0,0,0,0,0,77.0,0.5,7.427144133408616,8.657129031713755,331,48,9,0,0,0,0,0
1007752,372609.8390617861,12.828289827069469,"This 1664 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 10470 SW 200th Ter, Cutler Bay, FL 33189.",3.0,2.0,1664.0,1962.0,25.580233,-80.36172,7492.0,1,158780.0,1.84,SINGLE_FAMILY,33189,158780.0,2929.01,23.0,3.0,0.0,,4.666666666666667,5.0,3.0,0.5,0.0,0.0,0,0,0,0,0,0,63.0,0.6666666666666666,7.417580402414544,8.92172453036431,331,140,26,1,0,0,0,0
1000304,134997.76765782657,11.813020928918355,"We have multiple offers with best & highest due 10/27/14 @ 9am. 2bed/2bath unit sold in AS IS condition. There are 2 special assessments. 1) $720 for the roof. 2) $1,400 for Fire alarm and elevator. Must own 1 yr prior to leasing. This property is eligible under the Freddie Mac First Look Initiative through 8/11/14. PLEASE SEE ATTACHMENT LINK for the Instructions for Presenting Offers & the contract pkg that must be used. Submit contracts to the email listed in Broker Remarks. We will confirm receipt. Brokered And Advertised By: Tropical Realty, Inc. Listing Agent: Jose Fente",2.0,2.0,985.0,1972.0,25.905212,-80.16344,435.0,1,62794.0,1.84,CONDO,33181,62794.0,638.43,23.0,3.0,4.0,74900.0,4.666666666666667,8.0,3.0,0.1,1.0,662.0,0,0,0,0,0,0,53.0,1.0,6.893656354602635,6.077642243349034,331,582,98,0,0,0,0,0
1005653,501542.720523468,13.125446062092626,"TOTALLY REMODELED WITH A NEW BEAUTIFUL MODERN KITCHEN WITH KITCHEN ISLAND AND STAINLESS STEEL APPLIANCES, UPDATED BATHROOMS, LAMINATE FLOORS, FRESHLY PAINTED, PROPERTY HAS A NICE PATIO, AND A HUGE PARKING SPACE. The main house has 2-bedroom and a bathroom and a separate house with a 1-bed/1bath. Washer and dryer in a separate room. Great location in Opa Locka.

The tenant is in charge of utilities and needs to take care of the lawn.
1ST MONTH + 2 SECURITY DEPOSIT 
650+ credit score and 3x rent of monthly income requested.

The tenant is in charge of utilities (Water, Electric, Internet) and needs to take care of the lawn.
1ST MONTH + 2 SECURITY DEPOSIT 
650+ credit score and 3x rent of monthly income requested.",3.0,2.0,1191.0,1953.0,25.914484,-80.17731,7100.0,15,96863.0,1.84,SINGLE_FAMILY,33162,96863.0,1153.0,23.0,1.0,0.0,,4.666666666666667,6.0,3.0,0.6,0.0,0.0,0,0,0,0,0,0,72.0,0.6666666666666666,7.083387847625295,8.867990898182093,331,720,123,0,1,0,0,0
1010577,1037674.5941864856,13.852493764174923,"This 1658 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 9304 NE 9th Pl, Miami Shores, FL 33138.",3.0,2.0,1658.0,1966.0,25.861134,-80.17865,9234.0,1,365185.0,1.84,SINGLE_FAMILY,33138,365185.0,8619.69,22.0,2.0,0.0,,5.333333333333333,7.0,3.0,0.8,0.0,0.0,0,0,0,0,0,0,59.0,0.6666666666666666,7.413970290190444,9.13075589263334,331,138,26,1,0,0,0,0
1014911,231880.75348075348,12.353982837443162,"This 970 square foot condo home has 2 bedrooms and 1.0 bathrooms. This home is located at 21 NW 9th Ave #202, Miami, FL 33128.",2.0,1.0,970.0,1997.0,25.775629,-80.204094,,1,167425.0,1.84,CONDO,33128,167425.0,4065.9,23.0,2.0,0.0,,2.333333333333333,3.0,3.0,0.7,1.0,250.0,0,0,0,0,0,0,28.0,0.5,6.878326468291325,,331,126,25,1,0,0,0,0
1009763,547442.9935685052,13.213015440588272,"Come visit this one story three-bedroom, two-bathroom plus garage family home which sits high above the road on a 12,0000 SF corner lot.  One of the largest lots in the area. This home is ready for your personal touches. The living room has high ceilings and a lot of natural light. Master includes an ensuit bathroom and ample closet space. A screen enclosed patio with view to a lush garden is perfect for evening gatherings and relaxing.  Lakes by the Bay is a quite family community located minutes from Black Point Park and Marina, and the Turnpike.",3.0,2.0,1543.0,1986.0,25.56687,-80.347694,0.2775711662075298,11,348851.0,1.84,SINGLE_FAMILY,33189,348851.0,7788.97,23.0,1.0,0.0,545000.0,4.666666666666667,5.0,3.0,1.1,1.0,309.0,0,1,0,0,0,0,39.0,0.6666666666666666,7.342131730584722,0.2449607489472771,331,554,97,0,0,0,0,0
1000259,646472.2483537159,13.379287097147984,"Welcome to your very own slice of paradise in Cutler Bay! This delightful home is nestled amidst lush, vibrant landscaping attracting an array of beautiful butterflies and birds year around. Step inside to discover kitchen and bathrooms that ensure modern convenience and style. A 2019 roof and 2020 impact windows make this home well prepared. The open-floor plan creates a seamless flow, making it ideal for hosting gatherings and entertaining loved ones. Right in the backyard, you have your oasis waiting for you consisting of a stunning pool, expansive deck for sunbathing, outdoor grilling or just simply unwinding next to the charming garden. Additional bonuses: private air-conditioned office, tranquil neighborhood, plenty of parks with walk/bike paths & minutes from Black Point Marina!",3.0,2.0,1685.0,1988.0,25.563047,-80.34724,7441.0,16,529188.0,1.84,SINGLE_FAMILY,33190,529188.0,10245.13,23.0,4.0,0.0,615000.0,4.666666666666667,5.0,3.0,1.1,1.0,65.0,1,0,0,0,0,0,37.0,0.6666666666666666,7.430114138561801,8.914894908906568,331,796,122,0,0,1,0,0
1001894,1042593.7721160653,13.857223137027784,"Experience luxury living in the heart of Brickell with this stunning 2 bed, 2.5 bath residence at Brickell East. Located on the 19th floor, this unit is completely renovated and offers sleek modern finishes, an open-concept layout, floor-to-ceiling windows, and a spacious balcony with skyline views.  Centrally located in Brickell for Boutique Building in prime location across St Jude next to the Four Seasons.",2.0,3.0,1634.0,1983.0,25.75795,-80.191986,,36,528600.0,1.84,CONDO,33129,528600.0,10817.47,23.0,7.0,2.0,5500.0,5.333333333333333,8.0,3.0,0.3,1.0,2235.0,0,0,0,0,0,0,42.0,1.5,7.399398083331354,,331,412,64,0,1,0,0,0
1003226,338003.66734980047,12.730814983097035,"Hidden Jewel Nice and Cozy, newly remodeled 1 bedroom 1 bath condo. located in a Private and Exclusive street in South Miami. Offers; Ceramic floors throughout, wood cabinets with granite countertops, stainless steel appliances, new bathroom and walk-in closet. Rent Includes: 1 assigned parking space, water, gas, and associations fees. Perfect for a Professional or Student (UM & Larkin University) Walking distance to Dadeland Mall, Dadeland & South Miami Metro-Rail Station, Sunset Shops, restaurants and store.",1.0,1.0,510.0,1962.0,25.697348,-80.29566,,11,117180.0,1.84,CONDO,33143,117180.0,2722.51,19.0,2.0,0.0,1750.0,6.666666666666667,9.0,3.0,0.5,0.0,0.0,0,0,0,0,0,0,63.0,1.0,6.236369590203704,,331,515,76,0,1,0,0,1
1016719,154294.05381132357,11.946621982175266,"This 801 square foot condo home has 2 bedrooms and 1.0 bathrooms. This home is located at 17255 SW 95th Ave APT 127, Palmetto Bay, FL 33157.",2.0,1.0,801.0,1971.0,25.61009,-80.34678,,1,122192.0,1.84,CONDO,33157,122192.0,2352.0,18.0,1.0,0.0,1900.0,8.0,9.0,3.0,0.7,1.0,331.0,0,0,0,0,0,0,54.0,0.5,6.687108607866515,,331,140,27,1,0,0,0,0
1006343,355387.0022409929,12.78096543566632,"This 1128 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 1231 S Palmway, Lake Worth, FL 33460.",3.0,1.0,1128.0,1974.0,26.600117,-80.0517,7492.0,1,285867.0,1.74,SINGLE_FAMILY,33460,285867.0,7543.0,26.0,1.0,0.0,,3.333333333333333,4.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,51.0,0.3333333333333333,7.029087564149662,8.92172453036431,334,136,25,1,0,0,0,0
1005383,666389.9285471248,13.409631757117754,"This 1603 square foot condo home has 2 bedrooms and 2.5 bathrooms. This home is located at 15051 Royal Oaks Ln APT 2605, North Miami, FL 33181.",2.0,2.5,1603.0,2007.0,25.914452,-80.15187,1603.0,10,267751.0,1.84,CONDO,33181,267751.0,6419.76,16.0,3.0,7.0,3200.0,5.333333333333333,6.0,3.0,0.3,1.0,750.0,0,0,0,0,0,0,18.0,1.25,7.38025578842646,7.38025578842646,331,143,27,1,0,0,0,0
1016908,313308.4470675028,12.654946629908924,"This 1512 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 310 NE 164th Ter, Miami, FL 33162.",2.0,2.0,1512.0,1957.0,25.92594,-80.19385,6316.0,1,94465.0,1.84,SINGLE_FAMILY,33162,94465.0,1152.56,23.0,2.0,0.0,,4.666666666666667,6.0,3.0,0.7,0.0,0.0,0,0,0,0,0,0,68.0,1.0,7.321849713788356,8.7509996908987,331,133,25,1,0,0,0,0
1004851,289626.9152080018,12.576352327141084,"This 978 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 20310 NE 3rd Ct APT 4, Miami, FL 33179.",2.0,2.0,978.0,1984.0,25.961132,-80.196976,,1,147156.0,1.84,CONDO,33179,147156.0,2745.93,23.0,1.0,0.0,,4.333333333333333,6.0,3.0,0.4,1.0,325.0,0,0,0,0,0,0,41.0,1.0,6.88653164253051,,331,129,26,1,0,0,0,0
1008591,505414.9724946185,13.13313707710645,"This 730 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 2756 Day Ave APT 203, Miami, FL 33133.",2.0,2.0,730.0,1994.0,25.731628,-80.23874,,20,214174.0,1.84,CONDO,33133,214174.0,3453.97,20.0,1.0,5.0,1500.0,6.333333333333333,9.0,3.0,0.3,1.0,290.0,0,0,0,0,0,0,31.0,1.0,6.594413459749778,,331,128,25,1,0,0,0,0
1003820,1187544.6355446356,13.987399244084846,"****RARELY AVAILABLE AND SOUGHT AFTER END UNIT ON SIDE STREET, NOT FEDERAL HIGHWAY***GARAGE AND STREET PARKING OUT FRONT***MODIFIED AND EXPANDED END UNIT WITH EXTRA LIVING SPACE IN GREAT ROOM & BREAKFAST AREA. Extremely light and bright with additional windows. Like new 3 Bedroom, 3 1/2 Bath townhouse 3 blocks from Atlantic Avenue. 9' Ceilings on 1st and 2nd Floors, 10' on 3rd. Extensive mill work throughout. Kohler fixtures and Whirlpool appliances. Security system, cental vac and hurricane glass. Wood steps and floors on main living area. All custom closets and huge Master walk-in closet. Fabulous location, moments from Atlantic Avenue and the Beach. Community Pool, barbeque and Cabana Baths.",3.0,4.0,2026.0,2004.0,26.456053,-80.06734,1211.0,25,406697.0,1.74,TOWNHOUSE,33483,406697.0,6792.0,2.0,3.0,0.0,619000.0,4.333333333333333,6.0,3.0,0.9,1.0,425.0,1,1,0,0,0,0,21.0,1.3333333333333333,7.614312146452,7.10002716662926,334,703,109,0,0,1,0,0
1010501,437391.3887540734,12.98858598596246,"This 1154 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 1940 NE 173rd St, North Miami Beach, FL 33162.",3.0,2.0,1154.0,1955.0,25.934994,-80.16152,1154.0,20,294952.0,1.84,SINGLE_FAMILY,33162,294952.0,6696.39,23.0,7.0,7.0,1800.0,4.666666666666667,5.0,3.0,0.6,0.0,0.0,0,0,0,0,0,0,70.0,0.6666666666666666,7.051855622955894,7.051855622955894,331,145,27,1,0,0,0,0
1011617,457640.25292614015,13.033840865609708,"This 1160 square foot single family home has 1 bedrooms and 1.0 bathrooms. This home is located at 1416 SW 1st Ter, Deerfield Beach, FL 33441.",1.0,1.0,1160.0,1961.0,26.29885,-80.10481,7379.0,1,328980.0,1.98,SINGLE_FAMILY,33441,328980.0,7259.41,25.0,1.0,0.0,1725.0,3.6666666666666665,4.0,3.0,0.8,0.0,0.0,0,0,0,0,0,0,64.0,1.0,7.057036981697891,8.906528917594517,334,142,26,1,0,0,0,0
1004846,1346519.1332411251,14.113034143399114,"This 2098 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 860 SE 15th Ave, Deerfield Beach, FL 33441.",3.0,2.0,2098.0,1969.0,26.3065,-80.082535,10364.0,1,578660.0,1.98,SINGLE_FAMILY,33441,578660.0,11350.36,25.0,3.0,0.0,,3.6666666666666665,4.0,3.0,0.9,0.0,0.0,0,0,0,0,0,0,56.0,0.6666666666666666,7.649216319820633,9.24619002486988,334,142,26,1,0,0,0,0
1009339,693143.6228529662,13.448993947384627,"This 2786 square foot single family home has 4 bedrooms and 3.0 bathrooms. This home is located at 1907 Vernon, Lake Worth, FL 33460.",4.0,3.0,2786.0,,26.639305,-80.06609,,1,,1.74,SINGLE_FAMILY,33460,,,0.0,1.0,0.0,,3.6666666666666665,5.0,3.0,0.5,0.0,0.0,0,0,0,0,0,0,,0.75,7.932721027481948,,334,133,24,1,0,0,0,0
1011279,235187.7983755968,12.36814386791836,"SPECTACULAR COCONUT GROVE OPPORTUNITY! Ideal pied-a-terre or student studio on Bayshore Dr. opposite Starbucks, Monty's restaurant, Fresh Market, Biscayne Bay Yacht Club and Dinner Key Marina. Ten min. walk to center Grove movies, restaurants and shops. No pets but beautiful swimming pool and sun deck, ample parking on both Bayshore and Tigertail sides of building. Brand new kitchen and bathroom fixtures and freshly laid light wood laminate floors. Submit highest and best offer by 5 PM, Thu,May 8. Brokered And Advertised By: ShowcaseMiami Realty, Inc Listing Agent: Jason Smith",0.0,1.0,352.0,1966.0,25.733639,-80.23333,,1,169400.0,1.84,CONDO,33133,169400.0,3698.65,23.0,1.0,0.0,99000.0,6.333333333333333,10.0,3.0,0.7,1.0,365.0,1,0,0,0,0,0,59.0,,5.8664680569332965,,331,583,89,0,0,1,0,1
